decision_id,decision_date,document_category,title,applicant,order_text,sanction_strength,sanction_types,monetary_amount,violated_articles,case_type,factors
171,2015-06-08,complaint_or_interpretation,경찰청의 웨어러블 카메라 사용의 개인정보보호법령상 가능여부 질의 건,경찰청장,"경찰청은 웨어러블 카메라를 사용하여 영상ㆍ음성정보를 수집하지 아니하면 공무집행방해죄의 수사가 불가능하거나 현저히 곤란한 경우에 필요한 최소한의 범위에서 이를 사용할 수 있고, 웨어러블 카메라를 대여하지 아니하면 범죄피해자 보호가 불가능 하거나 현저히 곤란한 경우에 범죄피해자에게 이를 대여할 수 있다.",0,,,제15조;제2조;제3조,영상정보 처리,피해 발생 또는 위험 발생;수집·이용 목적 명확성
189,2015-06-08,complaint_or_interpretation,안양시 교통ㆍ방범 영상정보의 경찰서ㆍ소방서ㆍ군부대 제공 관련 질의 건,안양시장,"1. 안양시가 지능형교통시스템 영상정보처리기기로 수집하는 영상정보는 확대 촬영하거나 촬영된 영상정보를 확대하여 개인이나 차량번호를 알아볼 수 있다면 개인정보에 해당한다.
2. 안양시는 지능형교통시스템 영상정보처리기기로 수집하는 영상정보에 개인정보가 포함 되는 경우 이를 경찰서ㆍ소방서ㆍ군부대에 상시 제공할 수 없다. 다만, 교통사고 발생 시에는 경찰서에, 재난재해ㆍ구급상황 발생 시 또는 긴급차량 출동 시에는 소방서에, 통합방위훈련 기간에는 군부대에 이를 각 제공할 수 있다.
3. 안양시는 범죄예방 목적의 영상정보처리기기로 수집하는 영상정보를, 통합방위훈련 기간에는 군 관계자가 열람하도록 할 수 있고, 재난재해ㆍ구급상황 발생 시 또는 긴급 차량 출동 시에는 소방서에 제공할 수 있다.
4. 안양시는 지능형교통시스템 영상정보처리기기와 범죄예방 목적의 영상정보처리기기를 경찰서ㆍ소방서ㆍ군부대가 각 조작하도록 할 수 없다.",0,,,제18조;제20조;제25조;제2조;제58조,유출·침해;동의·고지 위반;영상정보 처리;정보주체 권리보장,피해 발생 또는 위험 발생;수집·이용 목적 명확성;동의 적법성;제3자 제공 또는 위탁 구조
949,2014-07-28,data_provision_request,보건의료기관개설자의 개인정보 제공 요청 건,,한국의료분쟁조정중재원이 「의료사고 피해구제 및 의료분쟁 조정 등에 관한 법률」 제47조에 규정된 손해배상금 대불비용을 징수하기 위해 건강보험심사평가원으로부터 보건의료기관개설자의 생년월일ㆍ면허번호 등을 제공받는 것은 「개인정보 보호법」 제18조 제2항에 해당하지 아니한다.,0,,,제18조;제27조;제47조,목적 외 이용,피해 발생 또는 위험 발생;수집·이용 목적 명확성;제3자 제공 또는 위탁 구조
1139,2017-01-09,data_provision_request,외국인 중도입국자녀 공교육 진입 지원을 위한 개인정보 제공에 관한 건,법무부장관,"법무부는 외국인 중도입국 자녀에 대한 공교육 지원을 위하여 방문동거(F-1-52), 거주(F-2-2), 영주(F-5-3)의 체류자격에 해당하는 만 7세부터 만 17세까지의 외국인 중도입국 자녀의 성명, 생년월일, 성별, 체류자격, 체류기간 만료일, 국적, 체류지역, 주소, 연락처를 교육부에 제공할 수 있다.",0,,,제18조;제28조;제2조;제4조;제6조;제84조;제92조의2,목적 외 이용,피해 발생 또는 위험 발생;수집·이용 목적 명확성;동의 적법성;제3자 제공 또는 위탁 구조
1135,2017-01-23,data_provision_request,국제표준이름식별기호(ISNI) 관련 국립중앙도서관의 개인정보 제공에 관한 건,국립중앙도서관장,"1. 국립중앙도서관은 국제표준이름식별기호 컨소시엄 참여기관으로부터 창작자의 성명 (한글명, 한자명, 영문명), 생년월일, 소속기관, 해당 컨소시엄 참여기관 제어번호, 공개된 창작물의 제목, 발행처, 발행년도, 식별번호, 창작분야, 창작자 역할, 관련 인물, 관련 단체에 관한 정보를 제공받을 수 있다.
2. 국립중앙도서관은 국외의 OCLC(Online Computer Library Center)에 창작자의 성명 (한글명, 한자명, 영문명), 생년, 국립중앙도서관 제어번호, 공개된 창작물의 제목, 발행처, 발행년도, 식별번호, 창작분야, 창작자 역할, 관련 인물, 관련 단체에 관한 정보를 제공할 수 있다.",0,,,제17조,목적 외 이용,민감정보 포함 여부;고유식별정보 포함 여부;수집·이용 목적 명확성;동의 적법성;제3자 제공 또는 위탁 구조
1073,2017-07-24,data_provision_request,운전면허 수시 적성검사를 위한 치매질환자 개인정보 제공에 관한 건,국민건강보험공단,"국민건강보험공단은 운전면허 수시 적성검사를 위하여 경찰청에 「노인장기요양보험법」상 장기요양 5등급을 받은 사람의 성명, 주민등록번호, 장기요양등급 판정일, 장기요양인정 유효기간 기산일 및 만료일을 제공할 수 있다.",0,,,제18조;제19조;제23조;제58조;제7조;제87조의3;제89조,목적 외 이용,고유식별정보 포함 여부;피해 발생 또는 위험 발생;수집·이용 목적 명확성;동의 적법성;제3자 제공 또는 위탁 구조
963,2017-09-25,data_provision_request,외교부의 재외국민등록자 개인정보 제공에 관한 건,외교부장관,"외교부는 서울특별시, 국세청, 한국자산관리공사가 재외국민 등록자 중 체납자에 대한 지방세 징수 업무, 국세 징수 업무, 재산 공매 업무를 각 수행하기 위하여 외교부에 위 체납자의 국외 주소와 연락처를 요청할 경우 이를 각 기관에 제공할 수 있다.",0,,,제119조;제18조;제2조;제38조;제3조;제4조;제61조;제71조;제84조,목적 외 이용,고유식별정보 포함 여부;피해 발생 또는 위험 발생;수집·이용 목적 명확성;제3자 제공 또는 위탁 구조
1035,2017-11-13,data_provision_request,국가배상금을 지급받은 보훈급여금 수령자의 개인정보 제공에 관한 건,국가보훈처장,"국가보훈처는 법무부와 국방부에 국가배상금을 지급받은 보훈급여금 수령자의 성명, 생년월일, 보훈급여금 지급 사실, 국가배상 청구소송 사건번호를 제공할 수 없다.",0,,,제18조;제29조;제2조,목적 외 이용,고의 또는 중과실;피해 발생 또는 위험 발생;수집·이용 목적 명확성;제3자 제공 또는 위탁 구조
1071,2017-11-27,data_provision_request,행정안전부의 장애인 관련 통계작성을 위한 개인정보 제공에 관한 건,행정안전부장관,"1. 고용노동부, 통계청, 경찰청이 「통계법」 제18조 제1항에 따른 통계청장의 승인을 받지 아니한 장애인 관련 통계작성을 위하여 보건복지부로부터 장애인의 주민등록번호, 장애종류, 장애등급 정보를 제공받고자 할 경우, 위 정보는 「개인정보 보호법」 제58조 제1항 제1호에 정한 '「통계법」에 따라 수집되는 개인정보’에 해당하지 않으므로 「개인정보 보호법」 제3장부터 제7장까지의 적용이 제외되지 아니한다.
2. 행정안전부장관, 통계청장에게 다음과 같이 각 권고한다.
가. 행정안전부장관은 기관 간에 데이터를 안전하게 제공ㆍ연계하는 시스템을 구축 하고 각 기관들이 이를 활용하여 정책 수립 등에 필요한 자료를 작성할 수 있도록 지원할 것.
나. 통계청장은 '「통계법」에 따라 수집되는 개인정보’와 관련하여 안전성이 확보될 수 있는 방향으로 「통계법」 등 관련 법령의 개정을 추진할 것.",0,,,제17조;제18조;제24조;제58조,목적 외 이용,고유식별정보 포함 여부;피해 발생 또는 위험 발생;사후 시정 노력;수집·이용 목적 명확성
1043,2017-12-11,data_provision_request,교통량 분석 통계작성을 위한 개인정보 제공에 관한 건,단양경찰서장,"단양경찰서는 충청지방통계청에 차량번호, 차량의 통과방향, 통과 연월일시, 통과속도, CCTV 위치가 포함된 행정자료를 정보주체의 동의 없이 제공할 수 없다.",0,,,제17조;제18조;제2조;제3조;제58조,영상정보 처리,피해 발생 또는 위험 발생;위반 기간;수집·이용 목적 명확성;동의 적법성
1049,2017-12-11,data_provision_request,과세특례제도 운영을 위한 해외이주 신고자 개인정보 제공에 관한 건,국세청장,"1. 국세청은 '거주자의 출국 시 국내 주식 등에 대한 과세 특례 제도’와 관련된 업무를 수행하기 위하여 외교부로부터 해외이주 신고자의 성명, 주민등록번호, 이주 국가, 이주 종류와 동반자의 성명, 주민등록번호를 제공받을 수 있다.
2. 국세청장에게 관계 법률 또는 대통령령에 주민등록번호의 처리가 필요한 사무의 내용을 구체적으로 규정할 것을 권고한다.",0,,,제114조;제116조;제117조;제118조의18;제18조;제24조의2;제38조;제68조,목적 외 이용,고유식별정보 포함 여부;피해 발생 또는 위험 발생;수집·이용 목적 명확성;제3자 제공 또는 위탁 구조
1053,2018-01-08,data_provision_request,주택용 소방시설 무상 지원ㆍ보급을 위한 개인정보 제공에 관한 건,소방청장,"전국의 각 소방서는 소화기와 단독경보형감지기의 무상 지원ㆍ보급을 위하여 시ㆍ 군ㆍ구로부터 각 소방서의 관할 지역에 거주 중인「국민기초생활 보장법」제2조 제2호에 따른 수급자 및 제10호에 따른 차상위계층의 성명, 주소, 전화번호를 제공받을 수 있다.",0,,,제18조;제2조;제3조;제8조,목적 외 이용,피해 발생 또는 위험 발생;사후 시정 노력;수집·이용 목적 명확성;동의 적법성;제3자 제공 또는 위탁 구조
1047,2018-03-26,data_provision_request,기초생활보장 신규 수급권자 발굴 및 안내를 위한 개인정보 제공에 관한 건,보건복지부장관,"1. 보건복지부는 기초생활보장 신규 수급권자 발굴 및 안내를 위하여 80세 이상 기초연금 수급자 중 소득과 재산이 0인 가구에 해당하는 자와 장애인연금 수급자 중 소득과 재산이 0인 가구에 해당하는 자의 성명, 생년월일, 성별과 주소가 포함된 수급자격 정보를 이용하거나 이를 국민건강보험공단에 제공할 수 있다.
2. 보건복지부는 기초생활보장 신규 수급권자 발굴 및 안내를 위하여 제1항에 해당하는 자의 건강보험 가입자 구분과 보험료, 피부양자 해당 여부와 피부양자에 해당할 경우 해당 세대 가입자 본인의 성명, 생년월일, 성별, 주소와 보험료가 포함된 건강보험 가입자격 정보를 국민건강보험공단으로부터 제공받을 수 있다.",0,,,제10조;제14조;제18조;제23조;제27조;제29조;제3조,목적 외 이용,민감정보 포함 여부;피해 발생 또는 위험 발생;내부통제 및 안전조치 수준;수집·이용 목적 명확성;동의 적법성;제3자 제공 또는 위탁 구조
1055,2018-05-14,data_provision_request,예금보험기금 회수를 위한 국민연금 가입자 개인정보 제공에 관한 건,국민연금공단 이사장,"국민연금공단은 「예금자보호법」 제21조의2 제1항의 '부실관련자’가 부실금융회사 또는 부실우려금융회사의 부실 또는 부실우려에 책임이 있다고 법원의 판결 및 이에 준하는 집행권원으로 확인된 경우에 한하여 「개인정보 보호법」 제18조 제2항 제2호, 「예금자 보호법」 제21조의3 제1항에 따라 예금보험공사에 국민연금 가입자인 부실관련자 또는 이해관계인의 '국민연금 자격취득일, 기준소득월액 150만원 초과여부, 사업장명, 사업자 등록번호, 사업장 소재지, 사업장 연락처, 대표자 성명’ 정보를 제공할 수 있다.",0,,,제12조의5;제18조;제1조;제21조의2;제21조의3;제2조;제8조,목적 외 이용,고유식별정보 포함 여부;피해 발생 또는 위험 발생;수집·이용 목적 명확성;동의 적법성;제3자 제공 또는 위탁 구조
10131,2025-08-27,enforcement,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,에스케이텔레콤 주식회사 (사업자등록번호 : )대표자,"1. 피심인에 대하여 다음과 같이 시정조치를 명한다.
피심인은 국민 생활에 밀접한 이동통신 서비스를 제공하는 기간통신사업자로서 개인정보 보호 강화 및 유출 사고 재발 방지를 위하여,
가. 개인정보 처리 현황을 면밀히 파악하여 이동통신망 내 개인정보처리시스템에 대한 불법적인 접근 가능 경로 및 취약점 등 침해사고 위험 요소를 사전에 분석ㆍ차단하는 등 안전조치를 강화할 것
나. 회사 전반의 개인정보 처리 업무를 총괄하도록, 안전조치를 포함한 개인정보 보호법 준수에 대한 개인정보 보호책임자의 책임과 역할을 명확히 정립하고 개인정보 보호에 필요한 조치가 충실히 이행될 수 있도록 거버넌스 체계를 구축 및 정비할 것
다. 개인정보 처리 전 과정에서 안전조치가 준수될 수 있도록 수탁자(협력사, 대리점ㆍ판매점 등)에 대한 강화된 관리ㆍ감독 체계를 마련하고 이행할 것
라. 개인정보 유출 및 피심인의 미흡한 대응 등으로 정보주체 및 사회 전반, 국가적으로 피해가 발생한바, 사회경제적 손실을 회복하고 이동통신 서비스의 신뢰를 회복할 수 있도록 개인정보 보호 강화를 위한 노력을 다할 것
마. 피심인은 가.부터 라.까지의 시정명령에 따른 시정조치를 이행하고, 시정조치 명령 처분 통지를 받은 날로부터 90일 이내에 이행 결과를 개인정보보호위원회에 제출하여야 한다.
2. 피심인에 대하여 다음과 같이 과징금, 과태료를 부과한다.
가. 과 징 금 : 134,791,000,000원
나. 과 태 료 : 9,600,000원
다. 납부기한 : 고지서에 명시된 납부기한 이내
라. 납부장소 : 한국은행 국고수납 대리점
3. 피심인에 대한 개선권고, 시정조치 명령, 과징금 및 과태료 부과의 내용 및 결과를 개인정보보호위원회 홈페이지에 1년 간 공표한다.
4. 피심인의 법 위반 내용 및 처분 결과를 피심인 홈페이지에 공표명령한다.
가. 피심인은 처분 등에 대한 통지를 받은 날부터 1개월 이내 당해 처분 등을 받은 사실 등을 피심인의 홈페이지(모바일 어플리케이션 포함)의 초기화면 팝업창에 전체화면의 6분의1 크기로 5일 이상 7일 미만 기간 동안(휴업일 포함) 게시할 것
나. 피심인은 원칙적으로 표준 공표 문안을 따르되, 공표 문안에 관하여 개인정보보호위원회와 미리 문서로 협의하고, 글자크기ㆍ모양ㆍ색상 등에 대해서는 해당 홈페이지 특성을 고려하여 개인정보보호위원회와 협의하여 정할 것
5. 피심인에 대하여 다음과 같이 개선을 권고한다.
가. 피심인은 개인정보 보호 관리체계(ISMS-P) 인증 범위를 이동통신 인프라 영역으로 확대하여, 회사 시스템 전반의 개인정보 안전성 확보조치 수준을 제고할 것
나. 피심인은 이동통신 인프라 영역 전반에 대해서도 실질적으로 적용될 수 있는 내부 관리계획을 수립ㆍ시행 및 점검할 것
다. 피심인은 가상 데스크톱 인프라( ) 운영과 관련하여, 개인정보취급자의 접근권한 및 접속기록 등 관리 실태를 점검 및 개선할 것
라. 피심인은 가., 나., 다.의 개선권고 통지를 받은 날로부터 90일 이내에 조치 결과를 개인정보보호위원회에 제출하여야 한다.",4,과징금;과태료;시정명령;공표명령;개선권고,134791000000.0,제10조;제11조;제29조;제2조;제30조;제31조;제34조;제39조;제3조;제40조;제48조의3;제5조;제60조의2;제61조;제63조;제64조;제64조의2;제66조;제6조;제75조;제76조;제7조;제8조;제9조,유출·침해;동의·고지 위반;안전조치 미흡;접근권한·내부통제;처리위탁;정보주체 권리보장,정보주체 규모;반복성;고의 또는 중과실;피해 발생 또는 위험 발생;사후 시정 노력;내부통제 및 안전조치 수준;위반 기간;수집·이용 목적 명확성;제3자 제공 또는 위탁 구조;금전 제재 여부;공표 또는 시정명령 여부
1977,2022-09-14,enforcement,개인정보보호 법규 위반행위에 대한 시정조치 등에 관한 건,"Google Limited Liability Company1600 Amphitheatre Parkway Mountain View, California, USA대표이사 Sundar Pichai","1. 피심인에 대하여 다음과 같이 시정조치를 명한다.
가. 피심인은 이용자의 타사 행태정보를 수집ㆍ이용하려면 이용자가 자유로운 결정권을 행사하고 쉽고 명확하게 인지할 수 있도록 이용자에게 알리고 동의를 받아야 한다.
나. 위 가의 시정명령에 따른 시정조치를 이행하고, 시정조치 명령 처분통지를 받은 날로부터 90일 이내에 이행결과를 개인정보보호위원회에 제출하여야 한다.
2. 피심인에 대하여 다음과 같이 과징금을 부과한다.
가. 과 징 금 : 69,241,000,000원
나. 납부기한 : 고지서에 명시된 납부기한 이내
다. 납부장소 : 한국은행 국고수납 대리점
3. 피심인의 법 위반행위 내용 및 결과를 개인정보보호위원회 홈페이지에 공표한다.",4,과징금;시정명령;공표명령,69241000000.0,제12조;제15조;제17조;제22조;제26조의2;제2조;제39조의15;제39조의3;제48조의11;제48조의2;제4조;제5조;제64조;제66조;제8조;제9조,유출·침해;동의·고지 위반;보유기간·파기 위반;민감정보·고유식별정보;처리위탁;정보주체 권리보장,민감정보 포함 여부;반복성;고의 또는 중과실;피해 발생 또는 위험 발생;사후 시정 노력;위반 기간;수집·이용 목적 명확성;동의 적법성;제3자 제공 또는 위탁 구조;금전 제재 여부;공표 또는 시정명령 여부
