cluster_id,decision_id,decision_date,category,title,sanctions,amount,articles,case_type,snippet
0,1089,2016-08-08,기타,2016 개인정보보호 연차보고서 국회 제출 건,,,제67조,유출·침해;정보주체 권리보장,2016 개인정보보호 연차보고서를 국회에 별첨과 같이 제출한다.
0,315,2015-08-10,기타,2015 개인정보보호 연차보고서 국회 제출,,,제67조,유출·침해;정보주체 권리보장,2015 개인정보보호 연차보고서를 국회에 별첨과 같이 제출한다.
0,5203,2023-07-12,개인정보 제공 요청,국민권익위원회의 과태료 부과 및 보호조치 등 업무 수행을 위한 개인정보 제공 요청에 관한 건,,,,목적 외 이용,국민권익위원회는 과태료 부과ㆍ보호조치 결정 및 이행강제금 부과 업무를 수행하기 위하여 과태료를 부과받은 자ㆍ불이익 조치를 한 자ㆍ이행강제금을 부과받은 자의 주소와 주민등록번호를 지방자치단체 또는 국민건강보험공단으로부터 제공받을 수 있다.
0,943,2014-08-11,기타,「2014 개인정보보호 연차보고서」 국회 제출 건,,,제67조,유출·침해;정보주체 권리보장,「2014 개인정보보호 연차보고서」를 별첨과 같이 의결 한다.
0,407,2021-11-24,개인정보 제공 요청,공직자윤리위원회의 재산등록 심사를 위한 국민건강보험공단 보유 개인정보 제공에 관한 건,,,제8조,목적 외 이용,국민건강보험공단은 「공직자윤리법」 제8조 제4항에 근거하여 공직자 재산등록 심사를 위해 '등록의무자의 모(母)가 2017. 1. 1.부터 2021. 현재까지 진료받은 요양기관명과 진료개시일’을 공직자윤리위원회에 제공할 수 없다.
1,2479,2023-05-10,침해요인 평가,「동물용 의약품등 취급규칙」 일부개정안에 대한 개인정보 침해요인 평가 결과,개선권고,,제11조;제14조;제15조;제18조;제20조;제24조의2;제38조;제40조;제4조;제4조의2;제61조;제81조,,1. 「동물용 의약품등 취급규칙」일부개정안(농림축산식품부 조류인플루엔자방역과 제2023-3227호) 제61조 각 호의 사무 수행을 위해 「개인정보 보호법」제24조의2에 따라 대통령령 이상에 주민등록번호 처리 근거를 마련할 것을 권고한다. 2. 「동물용 의약품등 취급규칙」일부개정안(농림축산식품부 조류인플루엔자방역과 제202...
1,2215,2023-03-08,침해요인 평가,「농업기계화 촉진법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가 결과,개선권고,,,,1.「농업기계화 촉진법 시행규칙」일부개정안(농림축산식품부 첨단기자재종자과-472) 별지 제13호서식에서 제조(수입)업자의 “주소”를 “사업장 소재지” 또는 “소재지”로 변경할 것을 권고한다. 2.「농업기계화 촉진법 시행규칙」일부개정안(농림축산식품부 첨단기자재종자과-472) 별지 제14호서식에서 판매자의 “주소”를 “사업장...
1,5031,2023-07-26,침해요인 평가,「종자산업법 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가 결과,개선권고,,,,"1. 「종자산업법 시행규칙」일부개정안(농림축산식품부 첨단기자재종자과 제2023-2983호) 별지 제17호의2서식, 별지 제17호의3서식, 별지 제22호의2서식, 별지 제22호의3서식, 별지 제26호의2서식, 별지 제26호의3서식에서 외국인 대표자의 국적 기재란을 삭제할 것을 권고한다. 2. 「종자산업법 시행규칙」일부개정안..."
1,385,2022-02-09,침해요인 평가,「가축전염병 예방법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가 결과,개선권고,,,,"「가축전염병 예방법 시행규칙」일부개정안(농림축산식품부공고 제2022-10호) 별지 제1호의15서식에서 점검자의 전화번호, 주소임을 명확히 하고, 점검내용 중 '축산계열화사업자에 관한 정보(계약사육농가만 해당)’는 '계약사육농가에 관한 정보’로 수정하고, 개인정보 및 위치정보 수집ㆍ이용ㆍ제공 동의서는 점검자 및 계약사육농가..."
1,10113,2025-09-24,침해요인 평가,「농업ㆍ농촌 및 식품산업 기본법 시행령 및 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가에 관한 건,개선권고,,,,"「농업ㆍ농촌 및 식품산업 기본법 시행규칙」 일부개정안(농림축산식품부 식생활소비정책과-3447호) 별지 제1호서식 및 별지 제2호서식에서 '건강에 관한 정보’, '주민등록번호’ 및 '외국인등록번호’를 처리하기 위하여 같은 법 시행령 일부개정안(농림축산식품부 식생활소비정책과-3446호)에 그 처리근거를 마련할 것을 권고한다."
1,6377,2023-12-13,침해요인 평가,「농촌공간 재구조화 및 재생지원에 관한 법률 시행령」제정안에 대한 개인정보 침해요인 평가에 관한 건,개선권고,,제15조,,"「농촌공간 재구조화 및 재생지원에 관한 법률 시행령」 제정안(농림축산식품부 농촌정책과-3858호) 제15조 제2항 및 제3항에 근거한 주민협정체결 인가사항의 공고ㆍ열람의 경우, 협정체결자 및 주민협의회 구성원의 성명 및 주소가 포함되지 않도록 하고, 별지 제2호서식에서 대표자 주소 및 전화번호를 삭제할 것을 권고한다."
1,8383,2023-12-13,침해요인 평가,「농촌공간 재구조화 및 재생지원에 관한 법률 시행령」제정안에 대한 개인정보 침해요인 평가에 관한 건,개선권고,,제15조,,"「농촌공간 재구조화 및 재생지원에 관한 법률 시행령」 제정안(농림축산식품부 농촌정책과-3858호) 제15조 제2항 및 제3항에 근거한 주민협정체결 인가사항의 공고ㆍ열람의 경우, 협정체결자 및 주민협의회 구성원의 성명 및 주소가 포함되지 않도록 하고, 별지 제2호서식에서 대표자 주소 및 전화번호를 삭제할 것을 권고한다."
1,2369,2023-04-12,침해요인 평가,「농수산물의 원산지 표시 등에 관한 법률 시행령」 일부개정안에 대한 개인정보 침해요인 평가 결과,개선권고,,제9조의2,,"「농수산물의 원산지 표시 등에 관한 법률 시행령」 일부개정안(농림축산식품부 농축산위생품질팀-1400호) 제9조의2에서 “여권번호, 운전면허의 면허번호 또는 외국인등록번호가 포함된 자료를 처리할 수 있다.”를 “여권번호 또는 외국인등록번호가 포함된 자료를 처리할 수 있다.”로 수정할 것을 권고한다."
1,1973,2023-01-18,침해요인 평가,「동물보호법 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가 결과,개선권고,,,,"「동물보호법 시행규칙」일부개정안(동물복지정책과-5639호) 별지 제7호 내지 제10호, 제32호서식 신고인란에서 “주소”를 “주소(소재지)”로 변경하고, 별지 제17호서식에서 수의사 이름을 삭제하고, 별지 제33호서식 대표자란에서 주민등록번호, 주소, 전화번호를 삭제할 것을 권고한다."
1,6439,2024-01-10,침해요인 평가,「기능성 양잠산업 육성 및 지원에 관한 법률 시행규칙」제정안에 대한 개인정보 침해요인 평가에 관한 건,개선권고,,,,「기능성 양잠산업 육성 및 지원에 관한 법률 시행규칙」 제정안(농림축산식품부 그린바이오산업팀-3924호) 별지 제1호서식 및 별지 제2호서식에서 “대표자 주소”는 삭제할 것을 권고한다.
1,8449,2024-01-10,침해요인 평가,「기능성 양잠산업 육성 및 지원에 관한 법률 시행규칙」제정안에 대한 개인정보 침해요인 평가에 관한 건,개선권고,,,,「기능성 양잠산업 육성 및 지원에 관한 법률 시행규칙」 제정안(농림축산식품부 그린바이오산업팀-3924호) 별지 제1호서식 및 별지 제2호서식에서 “대표자 주소”는 삭제할 것을 권고한다.
1,6593,2024-05-22,침해요인 평가,「농촌 지역 공동체 기반 경제ㆍ사회 서비스 활성화에 관한 법률 시행규칙」제정안에 대한 개인정보 침해요인 평가에 관한 건,,,,,「농촌 지역 공동체 기반 경제ㆍ사회 서비스 활성화에 관한 법률 시행규칙」제정안(농림축산식품부공고 제2024-209호)에 대하여 원안 동의한다.
1,8561,2024-05-22,침해요인 평가,「농촌 지역 공동체 기반 경제ㆍ사회 서비스 활성화에 관한 법률 시행규칙」제정안에 대한 개인정보 침해요인 평가에 관한 건,,,,,「농촌 지역 공동체 기반 경제ㆍ사회 서비스 활성화에 관한 법률 시행규칙」제정안(농림축산식품부공고 제2024-209호)에 대하여 원안 동의한다.
1,1795,2022-10-26,침해요인 평가,「인삼산업법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가 결과,개선권고,,,,"「인삼산업법 시행규칙」일부개정안(농림축산식품부공고 제2022-372호) 별지 제1호서식 동의서 2. “생산ㆍ유통 자율조절 등”에서 “등”을 삭제하고, 개인정보 보유ㆍ이용기간, 동의 거부 및 거부에 따른 불이익을 추가로 고지할 것을 권고한다."
1,6583,2024-05-22,침해요인 평가,「농촌 지역 공동체 기반 경제ㆍ사회 서비스 활성화에 관한 법률 시행령」제정안에 대한 개인정보 침해요인 평가에 관한 건,,,,,「농촌 지역 공동체 기반 경제ㆍ사회 서비스 활성화에 관한 법률 시행령」제정안(농림축산식품부공고 제2024-208호)에 대하여 원안 동의한다.
2,5279,2023-05-10,법규 위반·제재,,과징금;과태료,5.0억원,제24조;제24조의2;제29조;제2조;제34조;제34조의2;제63조;제75조;제7조;제8조,유출·침해;동의·고지 위반;안전조치 미흡;민감정보·고유식별정보,"Ⅰ. 기초 사실 피심인은 「개인정보 보호법」('이하 “보호법”이라 한다.) 제2조제6호에 따른 공공기관으로, 같은 법 제2조제5호에 따른 개인정보처리자이며 일반현황은 다음과 같다. <img src=""/LSW/flDownload.do?flSeq=135156359"" alt=""1번째 이미지""></img> Ⅱ. 사실조사 결과 개..."
2,5289,2023-05-10,법규 위반·제재,,과징금;과태료,1.0억원,제21조;제24조;제2조;제30조;제34조;제34조의2;제40조의2;제5조;제63조;제6조;제75조;제76조;제8조,유출·침해;동의·고지 위반;안전조치 미흡;민감정보·고유식별정보;정보주체 권리보장,"Ⅰ. 기초 사실 피심인은 「개인정보 보호법」('이하 “보호법”이라 한다.) 제2조제6호에 따른 공공기관으로, 같은 법 제2조제5호에 따른 개인정보처리자이며 일반현황은 다음과 같다. <img src=""/LSW/flDownload.do?flSeq=135156457"" alt=""1번째 이미지""></img> Ⅱ. 사실조사 결과 개..."
2,6261,2023-03-22,법규 위반·제재,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,과징금;과태료,9800만원,제29조;제39조의15;제39조의4;제48조의11;제48조의2;제4조;제5조;제63조;제6조;제75조;제7조;제8조,유출·침해;동의·고지 위반;안전조치 미흡;정보주체 권리보장,"1. 피심인 에 대하여 다음과 같이 과징금과 과태료를 부과한다. 가. 과 징 금 : 98,000,000원 나. 과 태 료 : 3,600,000원 다. 납부기한 : 고지서에 명시된 납부기한 이내 라. 납부장소 : 한국은행 국고수납 대리점"
2,8273,2023-03-22,법규 위반·제재,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,과징금;과태료,9800만원,제29조;제39조의15;제39조의4;제48조의11;제48조의2;제4조;제5조;제63조;제6조;제75조;제7조;제8조,유출·침해;동의·고지 위반;안전조치 미흡;정보주체 권리보장,"1. 피심인 에 대하여 다음과 같이 과징금과 과태료를 부과한다. 가. 과 징 금 : 98,000,000원 나. 과 태 료 : 3,600,000원 다. 납부기한 : 고지서에 명시된 납부기한 이내 라. 납부장소 : 한국은행 국고수납 대리점"
2,10489,2025-11-20,법규 위반·제재,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,과징금;과태료;공표명령,6060만원,제10조;제11조;제19조의2;제29조;제2조;제30조;제34조;제39조;제40조;제60조의2;제63조;제64조의2;제66조;제6조;제75조;제76조;제7조;제8조;제9조,유출·침해;동의·고지 위반;안전조치 미흡;민감정보·고유식별정보;정보주체 권리보장,"1. 피심인에 대하여 다음과 같이 과징금 및 과태료를 부과한다. 가. 과 징 금 : 60,600,000 나. 과 태 료 : 5,400,000 다. 납부기한 : 고지서에 명시된 납부기한 이내 라. 납부장소 : 한국은행 국고수납 대리점 2. 피심인의 처분등에 대한 통지를 받은 날부터 1개월 이내 당해 처분등을 받은 사실 등을..."
2,6027,2023-07-26,법규 위반·제재,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,과태료;공표명령;개선권고,2160만원,제18조;제23조;제29조;제2조;제30조;제5조;제61조;제63조;제66조;제75조;제7조;제8조,유출·침해;동의·고지 위반;안전조치 미흡;민감정보·고유식별정보,"1. 피심인에 대하여 다음과 같이 과태료를 부과한다. 가. 과 태 료 : 21,600,000원 나. 납부기한 : 고지서에 명시된 납부기한 이내 다. 납부장소 : 한국은행 국고수납 대리점 2. 피심인 산하 종합병원에 대하여 다음과 같이 개선할 것을 권고한다. 가. 개인정보 유출이 발생한 개인정보처리시스템을 포함하여 피심인이..."
2,8005,2023-07-26,법규 위반·제재,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,과태료;공표명령;개선권고,2160만원,제18조;제23조;제29조;제2조;제30조;제5조;제61조;제63조;제66조;제75조;제7조;제8조,유출·침해;동의·고지 위반;안전조치 미흡;민감정보·고유식별정보,"1. 피심인에 대하여 다음과 같이 과태료를 부과한다. 가. 과 태 료 : 21,600,000원 나. 납부기한 : 고지서에 명시된 납부기한 이내 다. 납부장소 : 한국은행 국고수납 대리점 2. 피심인 산하 종합병원에 대하여 다음과 같이 개선할 것을 권고한다. 가. 개인정보 유출이 발생한 개인정보처리시스템을 포함하여 피심인이..."
2,7163,2024-08-28,법규 위반·제재,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,과태료,1900만원,제13조;제18조;제2조;제31조의2;제32조의3;제33조;제34조;제35조;제36조;제5조;제62조;제63조;제68조;제6조;제75조;제7조;제7조의8,유출·침해;동의·고지 위반;처리위탁;정보주체 권리보장,"피심인에 대하여 다음과 같이 과태료를 부과한다. 가. 과 태 료 : 19,000,000원 나. 납부기한 : 고지서에 명시된 납부기한 이내 다. 납부장소 : 한국은행 국고수납 대리점"
2,9149,2024-08-28,법규 위반·제재,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,과태료,1900만원,제13조;제18조;제2조;제31조의2;제32조의3;제33조;제34조;제35조;제36조;제5조;제62조;제63조;제68조;제6조;제75조;제7조;제7조의8,유출·침해;동의·고지 위반;처리위탁;정보주체 권리보장,"피심인에 대하여 다음과 같이 과태료를 부과한다. 가. 과 태 료 : 19,000,000원 나. 납부기한 : 고지서에 명시된 납부기한 이내 다. 납부장소 : 한국은행 국고수납 대리점"
2,6039,2023-07-26,법규 위반·제재,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,과태료;공표명령;개선권고,1680만원,제11조;제18조;제23조;제29조;제2조;제30조;제5조;제61조;제63조;제66조;제75조;제7조;제8조,유출·침해;동의·고지 위반;안전조치 미흡;민감정보·고유식별정보,"1. 피심인에 대하여 다음과 같이 과태료를 부과한다. 가. 과 태 료 : 16,800,000원 나. 납부기한 : 고지서에 명시된 납부기한 이내 다. 납부장소 : 한국은행 국고수납 대리점 2. 피심인 산하 종합병원에 대하여 다음과 같이 개선할 것을 권고한다. 가. 개인정보 유출이 발생한 개인정보처리시스템을 포함하여 피심인이..."
2,8011,2023-07-26,법규 위반·제재,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,과태료;공표명령;개선권고,1680만원,제11조;제18조;제23조;제29조;제2조;제30조;제5조;제61조;제63조;제66조;제75조;제7조;제8조,유출·침해;동의·고지 위반;안전조치 미흡;민감정보·고유식별정보,"1. 피심인에 대하여 다음과 같이 과태료를 부과한다. 가. 과 태 료 : 16,800,000원 나. 납부기한 : 고지서에 명시된 납부기한 이내 다. 납부장소 : 한국은행 국고수납 대리점 2. 피심인 산하 종합병원에 대하여 다음과 같이 개선할 것을 권고한다. 가. 개인정보 유출이 발생한 개인정보처리시스템을 포함하여 피심인이..."
2,6279,2021-06-23,법규 위반·제재,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,과태료;시정명령,1400만원,제15조;제28조;제3조;제4조;제64조;제6조;제74조;제76조;제7조;제8조,유출·침해;동의·고지 위반;안전조치 미흡;접근권한·내부통제;정보주체 권리보장,"1. 피심인 주식회사 에 대하여 다음과 같이 시정조치를 명한다. 가. 피심인은 개인정보의 안전성 확보 등을 위하여 개인정보가 열람권한이 없는 자에게 공개되지 않도록 보호조치를 준수하여야 한다. 나. 피심인은 대표자를 비롯하여 개인정보 보호책임자 및 개인정보취급자를 대상으로 정기적인 교육을 실시하고, 재발방지대책을 수립하여..."
2,8287,2021-06-23,법규 위반·제재,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,과태료;시정명령,1400만원,제15조;제28조;제3조;제4조;제64조;제6조;제74조;제76조;제7조;제8조,유출·침해;동의·고지 위반;안전조치 미흡;접근권한·내부통제;정보주체 권리보장,"1. 피심인 주식회사 에 대하여 다음과 같이 시정조치를 명한다. 가. 피심인은 개인정보의 안전성 확보 등을 위하여 개인정보가 열람권한이 없는 자에게 공개되지 않도록 보호조치를 준수하여야 한다. 나. 피심인은 대표자를 비롯하여 개인정보 보호책임자 및 개인정보취급자를 대상으로 정기적인 교육을 실시하고, 재발방지대책을 수립하여..."
2,9831,2025-05-14,법규 위반·제재,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,과태료;공표명령,1200만원,제11조;제22조;제24조;제24조의2;제29조;제2조;제30조;제63조;제66조;제6조;제75조;제7조;제8조,유출·침해;동의·고지 위반;제3자 제공;안전조치 미흡;민감정보·고유식별정보;정보주체 권리보장,"1. 피심인에 대하여 다음과 같이 과태료를 부과한다. 가. 과 태 료 : 12,000,000원 나. 납부기한 : 고지서에 명시된 납부기한 이내 다. 납부장소 : 한국은행 국고수납 대리점 2. 피심인에 대하여 다음과 같이 법 위반 내용 및 처분 결과를 피심인의 홈페이지에 공표할 것을 명령한다. 가. 피심인은 처분 등에 대한..."
2,2025,2022-11-30,법규 위반·제재,개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,과태료;공표명령,1200만원,제17조;제18조;제29조;제2조;제48조의2;제4조;제5조;제61조;제63조;제66조;제75조,유출·침해;동의·고지 위반;안전조치 미흡;접근권한·내부통제,"1. 피심인에 대하여 다음과 같이 과태료를 부과한다. 가. 과 태 료 : 12,000,000원 나. 납부기한 : 고지서에 명시된 납부기한 이내 다. 납부장소 : 한국은행 국고수납 대리점 2. 피심인의 법 위반행위에 따른 행정처분의 내용 및 결과를 개인정보보호위원회 홈페이지에 공표한다."
3,6271,2023-05-26,침해요인 평가,「주민등록법 시행령」 일부개정안에 대한 개인정보 침해요인 평가 결과,개선권고,,제20조;제24조의2;제41조의2;제47조;제60조의2,,"1.「주민등록법 시행령」일부개정안(행정안전부공고 제2023-668호) 제60조의2 제1항 본문에서 외국인등록번호에 “다만, 제7호의2사무 중 제20조 제3항에 따른 세대주 변경 통보 서비스, 제41조의2에 따른 주민등록증 발급사실 등의 통보 서비스, 제47조 제8항에 따른 주민등록표의 열람 또는 등ㆍ초본의 교부사실 통보 ..."
3,8283,2023-05-26,침해요인 평가,「주민등록법 시행령」 일부개정안에 대한 개인정보 침해요인 평가 결과,개선권고,,제20조;제24조의2;제41조의2;제47조;제60조의2,,"1.「주민등록법 시행령」일부개정안(행정안전부공고 제2023-668호) 제60조의2 제1항 본문에서 외국인등록번호에 “다만, 제7호의2사무 중 제20조 제3항에 따른 세대주 변경 통보 서비스, 제41조의2에 따른 주민등록증 발급사실 등의 통보 서비스, 제47조 제8항에 따른 주민등록표의 열람 또는 등ㆍ초본의 교부사실 통보 ..."
3,639,2022-02-23,침해요인 평가,「데이터 산업진흥 및 이용촉진에 관한 기본법 시행령」 제정안에 대한 개인정보 침해요인 평가 결과,개선권고,,제41조,,"1. 「데이터 산업진흥 및 이용촉진에 관한 기본법 시행령」 제정안(과학기술정보통신부 데이터진흥과-346호) 제41조 제1항에서 '주민등록번호, 여권번호, 운전면허의 면허번호 또는 외국인등록번호가 포함된 자료’에서 '운전면허의 면허번호’를 삭제할 것을 권고한다. 2. 「데이터 산업진흥 및 이용촉진에 관한 기본법 시행령」 제..."
3,1929,2022-12-14,침해요인 평가,「농업ㆍ농촌 공익기능 증진 직접지불제도 운영에 관한 법률 시행령」 일부개정안에 대한 개인정보 침해요인 평가 결과,개선권고,,제15조;제18조;제23조;제64조,,"「농업ㆍ농촌 공익기능 증진 직접지불제도 운영에 관한 법률 시행령」일부개정안(공익직불정책과-3312호) 제64조제1항에서 “「노인장기요양보험법」제15조에 따른 장기요양보험 등급판정에 관한 자료”를 “「개인정보 보호법」제23조에 따른 건강에 관한 정보(제5호, 제11호, 제12호 사무로 한정한다)”로 변경하고, “같은 법 시..."
3,2277,2023-03-08,침해요인 평가,「조세특례제한법 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가 결과,개선권고,,,,1. 「조세특례제한법 시행규칙」일부개정안(기획재정부 조세정책과-329호) 별지 제11호의7서식의 '가업현황’란에서 주민등록번호를 삭제하거나 생년월일로 변경할 것을 권고한다. 2. 「조세특례제한법 시행규칙」일부개정안(기획재정부 조세정책과-329호) 별지 제11호의11서식의 '대상가업’란에서 주민등록번호를 삭제하거나 생년월일...
3,53,2022-03-23,침해요인 평가,「중소기업창업 지원법 시행령」 전부개정안에 대한 개인정보 침해요인 평가 결과,개선권고,,제39조;제41조;제9조,,1.「중소기업창업 지원법 시행령」전부개정안(중소벤처기업부공고 제2022-126호) 제9조에 정보주체로부터 별도의 동의를 받는 규정을 추가할 것을 권고한다. 2.「중소기업창업 지원법 시행령」전부개정안(중소벤처기업부공고 제2022-126호) 제39조에 정보주체로부터 별도의 동의를 받는 규정을 추가할 것을 권고한다. 3.「중소...
3,1947,2022-12-14,침해요인 평가,「국군포로의 송환 및 대우 등에 관한 법률 시행령」 일부개정안에 대한 개인정보 침해요인 평가 결과,개선권고,,제17조;제18조;제19조,,"「국군포로의 송환 및 대우 등에 관한 법률 시행령」 일부개정안(국방부 군비통제비확산정책과-1402호) 제17조에서 조문제목을 '민감정보 및 고유식별정보의 처리’로 변경하고, '「개인정보 보호법 시행령」 제19조제1호에 따른 주민등록번호가 포함된 자료’를 '「개인정보 보호법 시행령」 제18조제1호에 따른 유전정보(제1호에 ..."
3,2167,2023-02-22,침해요인 평가,「기술보증기금법 시행령」 일부개정안에 대한 개인정보 침해요인 평가 결과,개선권고,,제28조;제30조의2,,"「기술보증기금법 시행령」일부개정안(중소벤처기업부공고 제2023-29호) 제30조의2제1항제1호에서 “법 제28조제1항제1호부터 제3호까지, 제3호의2, 제4호부터 제7호까지, 제9호 및 제10호에 따른 기금의 업무에 관한 사무”를 “법 제28조제1항제1호부터 제3호까지, 제3호의2, 제4호, 제5호부터 제7호까지, 제9호..."
3,10427,2026-04-08,침해요인 평가,「전자상거래 등에서의 소비자보호에 관한 법률 시행령」 일부개정안에 대한 개인정보 침해요인 평가에 관한 건,개선권고,,제20조의4;제25조의3,,「전자상거래 등에서의 소비자보호에 관한 법률 시행령」일부개정안(소비자거래정책과-446호)에서 법 제20조의4제2항제3호 및 시행령 개정안 제25조의3에 따라 개인 판매자에게 소비자에 대한 신원정보 제공 동의를 받는 경우 제공 항목을 명시하고 신원 특정에 필요한 최소한의 정보만 제공하는 등 개인 판매자 개인정보 보호 및 침...
